time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,main_category,category_of_expenditure,early_years_establishments,primary_schools,secondary_schools,sen_and_special_schools,pupil_referral_units_and_alt_provision,post_16,gross_expenditure,income,net_expenditure,net_per_capita_expenditure,EES_order
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,1.2.13 Therapies and other health related services,278402,185602,464004,0,0,250409,1178417,0,1178417,7,24
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,2528046,325267,2202780,21,67
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,8804834,1381326,7423508,70,68
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,264599,25000,239599,2,69
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,0,0,18102630,575687,x,18678317,0,18678317,177,70
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,940545,940545,0,940545,9,72
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,405731,405731,0,405731,4,73
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,231000,156465,720000,8075265,x,9182730,,9182730,353,2
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,1.2.1 Top-up funding – maintained schools,0,13164041,2195114,19244413,2413223,x,37016791,378432,36638359,304,12
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,0,0,2260540,0,3057748,5318288,0,5318288,44,13
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,6237503,23944405,0,1689814,31871722,0,31871722,265,14
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,1.2.5 SEN support service,0,1777722,306808,1362913,70543,0,3517985,820,3517165,29,16
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,1.2.6 Hospital education services,x,x,x,237900,0,x,237900,0,237900,2,17
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,1.2.7 Other alternative provision services,0,0,0,234133,0,0,234133,0,234133,2,18
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,1.2.8 Support for inclusion,0,74263,12820,1339000,0,0,1426083,0,1426083,12,19
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,1.2.11 Direct payments (SEN and disability),0,738628,127508,0,0,0,866136,0,866136,7,22
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,1.2.13 Therapies and other health related services,0,0,0,0,0,0,0,0,0,0,24
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,2593804,620752,1973052,25,67
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,3753867,371405,3382462,44,68
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,1380466,66776,1313690,17,69
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,339720,242133,9891447,352448,x,10825748,1017471,9808278,126,70
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,1200279,1200279,131062,1069217,14,72
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,96813,96813,18221,78592,1,73
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,966000,90000,860000,900000,x,2816000,,2816000,113,2
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,1.2.1 Top-up funding – maintained schools,0,4385838,137057,2062000,2123750,x,8708645,0,8708645,54,12
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,11331572,3123446,21223782,3058767,5719615,44457182,55525,44401657,275,13
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,0,26886585,0,0,26886585,146769,26739817,165,14
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,473994,86181,x,x,x,560175,0,560175,3,15
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,1.2.5 SEN support service,0,7625199,1386400,301391,391809,0,9704799,719393,8985406,56,16
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,1.2.6 Hospital education services,x,x,x,0,210457,x,210457,0,210457,1,17
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,1.2.7 Other alternative provision services,0,4343313,789693,171672,223174,0,5527853,341729,5186124,32,18
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,1.2.8 Support for inclusion,0,8405023,1504391,327042,425154,0,10661610,40026,10621584,66,19
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,1.2.13 Therapies and other health related services,0,0,0,0,0,0,0,0,0,0,24
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,3109482,178350,2931132,26,67
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,6199538,10533,6189005,56,68
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,91708,0,91708,1,69
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,3176463,4764695,15882317,7941158,x,31764633,0,31764633,286,70
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,0,0,0,0,0,72
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,0,0,0,0,0,73
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,1782000,60000,16244316,2008469,x,20094785,,20094785,330,2
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,1.2.1 Top-up funding – maintained schools,445237,8381348,2326774,27683837,1755533,x,40592729,2281212,38311517,134,12
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",463764,9857702,9785146,28385574,1761849,5380689,55634724,2200152,53434572,187,13
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,96989,1157372,6028306,82973522,0,5494324,95750513,3440987,92309526,322,14
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,1.2.5 SEN support service,1654318,2207880,838545,827865,0,471171,5999779,181438,5818341,20,16
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,1.2.6 Hospital education services,x,x,x,395315,938787,x,1334102,0,1334102,5,17
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,1.2.7 Other alternative provision services,0,0,0,0,15351298,0,15351298,800223,14551075,51,18
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,1.2.8 Support for inclusion,0,0,154650,0,0,0,154650,0,154650,1,19
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,1511451,0,1511451,149656,1361795,5,22
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,1.2.13 Therapies and other health related services,600635,4503355,941111,3057781,0,180066,9282948,258593,9024355,32,24
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,4050736,224583,3826153,22,67
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,18320480,0,18320480,105,68
