EstablishmentName,SEN_Provision_List,HasSENProvision
Rida Girls High School,Not applicable,False
Olive High,Not applicable,False
Open Box Education Centre,Not applicable,False
Cavendish Close Junior Academy,Not applicable,False
Katherines Primary Academy and Nursery,Not applicable,False
"Christ The King Catholic Primary School, A Voluntary Academy",Not applicable,False
Burnham Market Primary School,Not applicable,False
Southwold Primary School,Not applicable,False
Brampton Church of England Primary School,Not applicable,False
Barnby and North Cove Community Primary School,MLD - Moderate Learning Difficulty,True
Birkenhead Sixth Form College,Not applicable,False
Midsomer Norton Primary School,SpLD - Specific Learning Difficulty,True
Brereton CofE Primary School,Not applicable,False
Gawsworth Primary School,Not applicable,False
Hilltop Infant School,Not applicable,False
Charing Church of England Primary School,Not applicable,False
St Augustine's Catholic Primary School,Not applicable,False
Old Mill Primary School,Not applicable,False
Aragon Primary School,Not applicable,False
Gresham Village School,Not applicable,False
Topcliffe CofE Academy,Not applicable,False
Cranford CofE Primary School,Not applicable,False
Whitegate Primary and Nursery School,Not applicable,False
Stoke Damerel Primary Academy,Not applicable,False
Stuart Road Primary Academy,Not applicable,False
Langstone Primary Academy,Not applicable,False
Exton and Greetham CofE Primary School,Not applicable,False
Coleham Primary School,Not applicable,False
Ringsfield Church of England Primary School,Not applicable,False
Henley Primary School,Not applicable,False
The Link School,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder",True
Hadley Learning Community - Secondary Phase,Not applicable,False
St John's CofE School,Not applicable,False
Progress Schools - Wirral,Not applicable,False
Pivot Academy,Not applicable,False
Isham Church of England Primary School,Not applicable,False
Inkberrow Primary School,Not applicable,False
Hollingwood Primary School,"VI - Visual Impairment; HI - Hearing Impairment; SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health; PD - Physical Disability; MLD - Moderate Learning Difficulty",True
Laycock Primary School,Not applicable,False
Farnham Primary School,Not applicable,False
Victoria Park Primary School,Not applicable,False
Headley Park Primary School,Not applicable,False
Lightcliffe C of E Primary School,Not applicable,False
Belchamp St Paul Church of England Primary School,Not applicable,False
Borden Church of England Primary School,Not applicable,False
Bredgar Church of England Primary School,Not applicable,False
Minterne Junior School,"SLCN - Speech, language and Communication",True
The Oaks Infant School,"SLCN - Speech, language and Communication",True
Thameside Primary School,Not applicable,False
"St Mary's Church of England Primary School, Banbury",Not applicable,False
Bishop Aldhelm's Church of England Primary School,Not applicable,False
Talbot Primary School,Not applicable,False
Newbridge School,"VI - Visual Impairment; HI - Hearing Impairment; SLCN - Speech, language and Communication; MLD - Moderate Learning Difficulty; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty",True
Bournes Green Junior School,Not applicable,False
Richmond Avenue Primary and Nursery School,Not applicable,False
Alderwood Academy,Not applicable,False
Perry Court E-ACT Academy,Not applicable,False
Stapleford Abbotts Primary Academy,Not applicable,False
Sun Hill Junior School,Not applicable,False
Earlsmead Primary School,MLD - Moderate Learning Difficulty,True
Reffley Academy,"SEMH - Social, Emotional and Mental Health",True
The West Park Academy,Not applicable,False
Longley Park Sixth Form Academy,Not applicable,False
Solihull Sixth Form College,Not applicable,False
Worcester Sixth Form College,Not applicable,False
St Michael's East Wickham Church of England Primary School,Not applicable,False
Beckfoot Priestthorpe Primary School & Nursery,Not applicable,False
Beckfoot Phoenix,ASD - Autistic Spectrum Disorder; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty,True
Fonthill Primary Academy,Not applicable,False
Glebe School,MLD - Moderate Learning Difficulty,True
Sennen Community Primary Academy,Not applicable,False
Egloskerry Primary School,Not applicable,False
Wembury Primary School,Not applicable,False
Kingswode Hoe School,OTH - Other Difficulty/Disability; ASD - Autistic Spectrum Disorder; MLD - Moderate Learning Difficulty,True
Rowanfield Infant School,Not applicable,False
Farnborough Grange Nursery & Infant Community School,"SLCN - Speech, language and Communication",True
Duke's Aldridge,Not applicable,False
Holy Trinity Church of England Primary School,Not applicable,False
St Aidan's Church of England Memorial Primary School,Not applicable,False
Wilbury Junior School,Not applicable,False
The Grange Academy,Not applicable,False
Warren Dell Primary School,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder",True
Oxhey Wood Primary School,Not applicable,False
Alban Wood Primary School and Nursery,Not applicable,False
Bromet Primary School,Not applicable,False
Broadfield Academy,Not applicable,False
Sutton-At-Hone Church of England Primary School,Not applicable,False
Hinckley Parks Primary School,Not applicable,False
The Marton Academy,Not applicable,False
Rolls Crescent Primary School,Not applicable,False
St Margaret's at Troy Town CofE Voluntary Controlled Primary School,Not applicable,False
Bligh Primary School (Infants),Not applicable,False
Milton Park Primary School,ASD - Autistic Spectrum Disorder,True
Bournville Primary School,Not applicable,False
Hutton Church of England Primary School,Not applicable,False
Christ Church Church of England Primary School,Not applicable,False
St Martin's Church of England Primary School,Not applicable,False
Walliscote Primary School,Not applicable,False
Becket Primary School,Not applicable,False
Ashcombe Primary School,Not applicable,False
Windwhistle Primary School,Not applicable,False
Locking Primary School,MLD - Moderate Learning Difficulty,True
Oldmixon Primary School,Not applicable,False
Worle Village Primary School,Not applicable,False
Barlby High School,Not applicable,False
Tockwith Church of England Primary Academy,Not applicable,False
Selby Community Primary School,Not applicable,False
The Carlton Junior Academy,Not applicable,False
Morley Meadow Primary School,Not applicable,False
St Patrick's Roman Catholic Primary School,Not applicable,False
Birches First School,Not applicable,False
Egglescliffe Church of England Primary School,Not applicable,False
Washington Academy,MLD - Moderate Learning Difficulty,True
Sandcross Primary School,Not applicable,False
St Stephen's CofE Primary School,VI - Visual Impairment,True
All Saints Carshalton Church of England Primary School,Not applicable,False
Hadley Learning Community - Primary Phase,Not applicable,False
Westminster Primary Academy,Not applicable,False
Trinity Academy Grammar,ASD - Autistic Spectrum Disorder,True
Downham Feoffees Primary Academy,Not applicable,False
Somerlea Park Junior School,Not applicable,False
Atlas Academy,Not applicable,False
St Andrew's Church of England Primary School,Not applicable,False
The Link Academy,Not applicable,False
Sacriston Academy,Not applicable,False
Ocklynge Junior School,Not applicable,False
Silver End Academy,Not applicable,False
Southview School,Not applicable,False
Bedmond Academy,Not applicable,False
Manor Fields Primary School,Not applicable,False
City of London Academy Highbury Grove,Not applicable,False
Healey Junior Infant and Nursery School,Not applicable,False
Kensington Wade,Not applicable,False
Louth Academy,Not applicable,False
Featherby Junior School,Not applicable,False
Westgate Hill Primary Academy,Not applicable,False
St Michael's Catholic Primary School,Not applicable,False
Rockland St Mary Primary School,Not applicable,False
Surlingham Primary School,Not applicable,False
Thurlton Primary School,Not applicable,False
Wells-Next-the-Sea Primary and Nursery School,Not applicable,False
Outwood Academy Easingwold,Not applicable,False
Bedlington Academy,Not applicable,False
Netherfield Primary School,Not applicable,False
Robert Mellors Primary Academy,Not applicable,False
Thorpe Primary School,Not applicable,False
"Alice Ingham Catholic Primary School, A Voluntary Academy",Not applicable,False
Tilstock CofE Primary and Nursery,Not applicable,False
Wembdon St George's Church School,Not applicable,False
Holy Trinity Church of England Primary School,Not applicable,False
The Meadows Primary School,Not applicable,False
Our Lady of Lourdes Catholic Primary School,Not applicable,False
Great Wyrley Academy,Not applicable,False
Bird's Bush Primary School,Not applicable,False
Thornhill Academy,Not applicable,False
Staindrop Academy,Not applicable,False
St Matthew's CofE Primary School,ASD - Autistic Spectrum Disorder,True
New Close Primary School,Not applicable,False
St George's CofE School,Not applicable,False
St John's CofE Primary School,Not applicable,False
Badsey First School,Not applicable,False
Bretforton Village School,Not applicable,False
Oldham Sixth Form College,Not applicable,False
City of Stoke-On-Trent Sixth Form College,Not applicable,False
Godalming College,Not applicable,False
Reigate College,Not applicable,False
Esher Sixth Form College,Not applicable,False
Woking College,Not applicable,False
Ormiston SWB Academy,Not applicable,False
The Westborough School,Not applicable,False
St. Paul's (Slade Green) Church of England Primary School,"SLCN - Speech, language and Communication",True
Morehall Primary School and Nursery,VI - Visual Impairment,True
Richmond Primary School,Not applicable,False
Knockhall Primary School,Not applicable,False
White House Academy,Not applicable,False
Phoenix Academy,Not applicable,False
Monkwood Primary School,Not applicable,False
Victoria Primary School,Not applicable,False
Kingsbury School - A Specialist Science and Mathematics Academy,Not applicable,False
Monkwick Junior School,Not applicable,False
Dundry Church of England Primary School,Not applicable,False
Coppice Valley Primary School,Not applicable,False
Admirals Academy,Not applicable,False
Norwich Road Academy,Not applicable,False
The Alton School,ASD - Autistic Spectrum Disorder,True
The Pines Primary School,Not applicable,False
Great Horwood Church of England School,Not applicable,False
Chesham Bois Church of England School,Not applicable,False
Trumpington Community College,Not applicable,False
Excalibur Primary School,Not applicable,False
Pikemere School,Not applicable,False
South Stanley Junior School,Not applicable,False
West Drayton Academy,Not applicable,False
Featherby Infant and Nursery School,Not applicable,False
Jubilee Wood Primary School,Not applicable,False
Farnham Green Primary School,Not applicable,False
